:Device: HC-V1
:Location: 1234
:User: 1234
:Mechanism: TRIPOD
Timestamp,PacketNumber,Force1,Force2,Angle1,Angle2,Angle3,Angle4,Distance1,Distance2,Button1,Button2,Button3,Button4,Button5,Button6,Button7
0.665,58,1.89,-1.11,0.00,1.85,16.79,-1.14,2.40,2.40,1,1,1,1,1,1,1
0.665,59,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.45,1,1,1,1,1,1,1
0.682,60,1.89,-1.11,0.00,1.85,16.79,-1.14,2.49,2.43,1,1,1,1,1,1,1
0.698,61,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.40,1,1,1,1,1,1,1
0.698,62,1.89,-1.11,0.00,1.85,16.79,-1.14,2.43,2.44,1,1,1,1,1,1,1
0.698,63,1.89,-1.11,0.00,1.85,16.79,-1.14,2.43,2.37,1,1,1,1,1,1,1
0.715,64,1.89,-1.11,0.00,1.85,16.79,-1.14,2.37,2.36,1,1,1,1,1,1,1
0.715,65,1.89,-1.11,0.00,1.85,16.79,-1.14,2.46,2.43,1,1,1,1,1,1,1
0.715,66,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.40,1,1,1,1,1,1,1
0.748,67,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.44,1,1,1,1,1,1,1
0.748,68,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.45,1,1,1,1,1,1,1
0.765,69,1.89,-1.11,0.00,1.85,16.79,-1.14,2.48,2.39,1,1,1,1,1,1,1
0.781,70,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.46,1,1,1,1,1,1,1
0.781,71,1.89,-1.11,0.00,1.85,16.79,-1.14,2.49,2.46,1,1,1,1,1,1,1
0.816,72,1.89,-1.11,0.00,1.85,16.79,-1.14,2.47,2.45,1,1,1,1,1,1,1
0.816,73,1.89,-1.11,0.00,1.85,16.79,-1.14,2.49,2.43,1,1,1,1,1,1,1
